Food Code,Food Name,Rasa,Guna (Physical),Guna (Mental),Virya,Vipaka,Prabhava,Vata Effect,Pitta Effect,Kapha Effect
OSR037,Greenpea cookies,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sweet biscuit,decrease,neutral,increase
OSR038,Sunflower cookies,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sweet biscuit,decrease,neutral,increase
OSR039,Cardamom cookies (Elaichi cookies),tikta/katu,laghu/snigdha,rajovardhan,sheeta,katu,spicy biscuit,decrease,neutral,increase
OSR040,Hazelnut cookies,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sweet biscuit,decrease,neutral,increase
OSR041,Milk cookies,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sweet biscuit,decrease,neutral,increase
OSR042,Cranberry cookies,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sweet biscuit,decrease,neutral,increase
OSR043,Olive biscuit,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sweet biscuit,decrease,neutral,increase
OSR045,Tutti fruitti biscuit,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sweet biscuit,decrease,neutral,increase
OSR046,Peach blueberry preserves,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sweet preserves,decrease,neutral,increase
OSR047,Pear preserves (Naashpati ka murabba),madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sweet preserves,decrease,neutral,increase
OSR048,Starfruit preserves,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sweet preserves,decrease,neutral,increase
OSR049,Gooseberry pickle (Amla ka achaar),amla/katu,laghu/snigdha,rajovardhan,sheeta,amla/katu,healthy pickle,decrease,increase,decrease
OSR050,Lotus stem pickle (Kamal kakdi ka achar),tikta/katu,laghu/ushna,rajovardhan,ushna,katu,spicy pickle,increase,increase,decrease
OSR051,Date pickle (Khajoor ka achaar),tikta/katu,laghu/ushna,rajovardhan,ushna,katu,spicy pickle,increase,increase,decrease
OSR052,Garlic pickle (Lahasun ka achar),tikta/katu,laghu/ushna,rajovardhan,ushna,katu,spicy pickle,increase,increase,decrease
OSR053,Fermented bamboo shoot pickle (Mesu pickle),tikta/katu,laghu/ushna,rajovardhan,ushna,katu,spicy pickle,increase,increase,decrease
OSR054,Sweet peach pickle (Aadoo ka achaar),madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sweet pickle,decrease,neutral,increase
OSR055,Pickled mustard greens,tikta/katu,laghu/ushna,rajovardhan,ushna,katu,spicy pickle,increase,increase,decrease
OSR056,Small onion pickle,tikta/katu,laghu/ushna,rajovardhan,ushna,katu,spicy pickle,increase,increase,decrease
OSR057,Green tomato pickle (Haray tamatar ka achaar),tikta/katu,laghu/ushna,rajovardhan,ushna,katu,spicy pickle,increase,increase,decrease
OSR058,Pickled cabbage,tikta/katu,laghu/ushna,rajovardhan,ushna,katu,spicy pickle,increase,increase,decrease
OSR059,Coconut pickle (Nariyal ka aachar),tikta/katu,laghu/ushna,rajovardhan,ushna,katu,spicy pickle,increase,increase,decrease
OSR060,Potato pickle (Aloo ka achaar),tikta/katu,laghu/ushna,rajovardhan,ushna,katu,spicy pickle,increase,increase,decrease
OSR061,Mango murabba candy,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sweet candy,decrease,neutral,increase
OSR062,Afghani chicken,katu,guru/snigdha,rajovardhan,ushna,katu,protein dish,increase,increase,decrease
OSR063,Fish orly,katu,laghu/ushna,rajovardhan,ushna,katu,protein fried fish,increase,increase,decrease
OSR064,Hariyali Fish Tikka,tikta/madhura,guru/snigdha,sattvavardhan,sheeta,madhura,protein protein dish,decrease,neutral,increase
OSR065,Chicken manchurian,katu,guru/snigdha,rajovardhan,ushna,katu,protein dish,increase,increase,decrease
OSR066,Handi chicken,katu,guru/snigdha,rajovardhan,ushna,katu,protein dish,increase,increase,decrease
OSR067,Lemon chicken,tikta/katu,laghu/ushna,rajovardhan,ushna,katu,spicy protein,increase,increase,decrease
OSR068,Lemon butter fish,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,rich fish dish,decrease,neutral,increase
OSR069,Baked eggs in tomato sauce,katu,guru/snigdha,rajovardhan,ushna,katu,protein egg dish,increase,increase,decrease
OSR070,Egg in a pepper,katu,laghu/ushna,rajovardhan,ushna,katu,spicy egg dish,increase,increase,decrease
OSR071,Spinach mushroom scrambled egg (Palak mushroom bhurji),tikta/madhura,laghu/snigdha,sattvavardhan,sheeta,madhura,protein vegetable dish,decrease,neutral,increase
OSR072,Corn omelette/omlet,madhura/katu,laghu/snigdha,sattvavardhan,sheeta,madhura/katu,protein dish,decrease,neutral,increase
OSR073,Cajun chicken,katu,laghu/ushna,rajovardhan,ushna,katu,spicy protein,increase,increase,decrease
OSR074,Paaner do pyaza,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,rich paneer dish,decrease,neutral,increase
OSR075,Cabbage manchurian (Pattagobhi manchurian),tikta/katu,laghu/ushna,rajovardhan,ushna,katu,spicy vegetable,increase,increase,decrease
OSR076,Gobi 65,katu,laghu/ushna,rajovardhan,ushna,katu,spicy vegetable,increase,increase,decrease
OSR077,Paneer lababdar,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,rich paneer dish,decrease,neutral,increase
OSR078,Roasted cauliflower steak,tikta/madhura,laghu/snigdha,sattvavardhan,sheeta,madhura,vegetable dish,decrease,neutral,increase
OSR079,Sauteed radishes with green beans,tikta/katu,laghu/snigdha,sattvavardhan,sheeta,katu,vegetable dish,decrease,neutral,increase
OSR080,Garlic chutney/Poondu chutney (Lahasun ki chutney),katu,laghu/ushna,rajovardhan,ushna,katu,spicy chutney,increase,increase,decrease
OSR081,Schezwan chutney,katu,laghu/ushna,rajovardhan,ushna,katu,spicy chutney,increase,increase,decrease
OSR083,Onion chutney (Pyaaz ki chutney/Vengaya chutney),katu,laghu/ushna,rajovardhan,ushna,katu,spicy chutney,increase,increase,decrease
OSR085,Dates chutney (Khajoor ki chutney),madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sweet chutney,decrease,neutral,increase
OSR086,Chicken salad,katu,laghu/ushna,rajovardhan,ushna,katu,protein salad,increase,increase,decrease
OSR087,Macaroni salad,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sweet salad,decrease,neutral,increase
OSR088,Cabbage raita (Pattagobhi raita),tikta/madhura,laghu/snigdha,sattvavardhan,sheeta,madhura,vegetable raita,decrease,neutral,increase
OSR089,Pomegranate raita (Anaar ka raita),tikta/madhura,laghu/snigdha,sattvavardhan,sheeta,madhura,fruit raita,decrease,neutral,increase
OSR090,Onion raita (Pyaaz ka raita),tikta/katu,laghu/ushna,rajovardhan,ushna,katu,spicy raita,increase,increase,decrease
OSR091,Green chilli raita (Hari mirch ka raita),katu,laghu/ushna,rajovardhan,ushna,katu,spicy raita,increase,increase,decrease
OSR092,Kale salad,tikta/madhura,laghu/snigdha,sattvavardhan,sheeta,madhura,healthy salad,decrease,neutral,increase
OSR093,Spinach and paneer souffle,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,protein souffle,decrease,neutral,increase
OSR094,Masala souffle,katu,laghu/ushna,rajovardhan,ushna,katu,spicy souffle,increase,increase,decrease
OSR095,Chicken and cheese souffle,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,protein souffle,decrease,neutral,increase
OSR096,Tamarind chutney (Chintapandu pachadi/Puli chutney),katu,laghu/ushna,rajovardhan,ushna,katu,spicy chutney,increase,increase,decrease
OSR097,Pav bhaji masala,katu,laghu/ushna,rajovardhan,ushna,katu,spicy masala,increase,increase,decrease
OSR098,Green chutney,katu,laghu/ushna,rajovardhan,ushna,katu,spicy chutney,increase,increase,decrease
OSR099,Sago khitchdi/khichri (Sabudana khitchdi/khichri),madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,light porridge,decrease,neutral,increase
OSR100,Gram flour chilla/cheela (Besan chilla/cheela),tikta/madhura,laghu/snigdha,sattvavardhan,sheeta,madhura,protein snack,decrease,neutral,increase
OSR101,Vegetable namkeen jave,tikta/madhura,laghu/snigdha,sattvavardhan,sheeta,madhura,savory snack,decrease,neutral,increase
OSR102,Khakhra,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,savory snack,decrease,neutral,increase
OSR103,Moong bean dosa (Pesarattu),tikta/madhura,laghu/snigdha,sattvavardhan,sheeta,madhura,protein snack,decrease,neutral,increase
OSR104,Methi thepla,tikta/katu,laghu/ushna,rajovardhan,ushna,katu,spicy snack,increase,increase,decrease
OSR105,Rice puttu (Ari puttu),madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,protein snack,decrease,neutral,increase
OSR106,Buckwheat pancake (Khura),tikta/madhura,laghu/snigdha,sattvavardhan,sheeta,madhura,protein snack,decrease,neutral,increase
OSR107,Quinoa khichdi/khichri,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,protein snack,decrease,neutral,increase
OSR108,Khakhra chaat,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,savory snack,decrease,neutral,increase
OSR110,Banana appam,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sweet snack,decrease,neutral,increase
OSR111,Veg manchurian,tikta/katu,laghu/ushna,rajovardhan,ushna,katu,spicy snack,increase,increase,decrease
OSR112,Pav bhaji,katu,laghu/ushna,rajovardhan,ushna,katu,spicy snack,increase,increase,decrease
OSR113,Rice murukku,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,savory snack,decrease,neutral,increase
OSR114,Bhel puri,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,savory snack,decrease,neutral,increase
OSR115,Semolina dhokla (Suji/Rava dhokla),tikta/madhura,laghu/snigdha,sattvavardhan,sheeta,madhura,protein snack,decrease,neutral,increase
OSR116,Spicy corn chaat,katu,laghu/ushna,rajovardhan,ushna,katu,spicy snack,increase,increase,decrease
OSR118,Jackfruit fritters (Ponsa mulik/Kathal ka pakora),katu,laghu/ushna,rajovardhan,ushna,katu,spicy snack,increase,increase,decrease
OSR119,Banana chips (Kele ke chips),madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sweet snack,decrease,neutral,increase
OSR120,Wheat cake,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sweet cake,decrease,neutral,increase
OSR121,Mango cheesecake,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sweet dessert,decrease,neutral,increase
OSR122,Carrot cake (Gajar ka cake),madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sweet dessert,decrease,neutral,increase
OSR123,Semolina cake (Suji/Rava cake),madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sweet dessert,decrease,neutral,increase
OSR124,Finger millet cake (Ragi cake),madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sweet dessert,decrease,neutral,increase
OSR125,Honey cake,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sweet dessert,decrease,neutral,increase
OSR126,Almond cardamom cake (Badam elaichi cake),madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sweet dessert,decrease,neutral,increase
OSR127,Tutti frutti cake,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sweet dessert,decrease,neutral,increase
OSR128,Ham and Bean soup,katu,laghu/ushna,rajovardhan,ushna,katu,protein soup,increase,increase,decrease
OSR129,Whey soup,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,protein soup,decrease,neutral,increase
OSR130,Bottle gourd soup (Ghiya/Lauki soup),tikta/madhura,laghu/snigdha,sattvavardhan,sheeta,madhura,vegetable soup,decrease,neutral,increase
OSR131,Baked potato soup,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,vegetable soup,decrease,neutral,increase
OSR132,Pumpkin soup,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,vegetable soup,decrease,neutral,increase
OSR133,Sweet corn soup,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sweet soup,decrease,neutral,increase
OSR134,Paneer soup,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,protein soup,decrease,neutral,increase
OSR135,Curried Cauliflower soup,tikta/madhura,laghu/snigdha,sattvavardhan,sheeta,madhura,vegetable soup,decrease,neutral,increase
OSR136,Millet soup,tikta/madhura,laghu/snigdha,sattvavardhan,sheeta,madhura,vegetable soup,decrease,neutral,increase
OSR137,Lemon coriander soup,tikta/katu,laghu/snigdha,rajovardhan,sheeta,katu,spicy soup,increase,increase,decrease
OSR138,Garlic soup,katu,laghu/ushna,rajovardhan,ushna,katu,spicy soup,increase,increase,decrease
OSR139,Dal makhani,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,protein dal,decrease,neutral,increase
OSR141,Dalma,tikta/madhura,laghu/snigdha,sattvavardhan,sheeta,madhura,protein dal,decrease,neutral,increase
OSR142,Split bengal gram dal (Channa dal),tikta/madhura,guru/snigdha,sattvavardhan,sheeta,madhura,protein dal,decrease,neutral,increase
OSR143,Horsegram dal (Kulthi dal),tikta/katu,laghu/ushna,rajovardhan,ushna,katu,protein dal,increase,increase,decrease
OSR144,Panchmel dal,tikta/madhura,laghu/snigdha,sattvavardhan,sheeta,madhura,protein dal,decrease,neutral,increase
OSR145,Dal dhokli,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,protein dal,decrease,neutral,increase
OSR146,Gujarati handvo,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,savory snack,decrease,neutral,increase
OSR147,Sev (Omapodi/Karapusa),tikta/katu,laghu/snigdha,sattvavardhan,sheeta,katu,savory snack,decrease,neutral,increase
OSR148,Papdi,katu,laghu/ushna,rajovardhan,ushna,katu,savory snack,increase,increase,decrease
OSR151,Jowar dosa,tikta/katu,laghu/ushna,rajovardhan,ushna,katu,savory snack,increase,increase,decrease
OSR152,Bread roll,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,savory snack,decrease,neutral,increase
OSR153,Soya seekh kebab,katu,laghu/ushna,rajovardhan,ushna,katu,protein snack,increase,increase,decrease
OSR154,Classic seasoned black beans,tikta/katu,laghu/ushna,rajovardhan,ushna,katu,protein dish,increase,increase,decrease
OSR155,Maa chaane ki dal,tikta/madhura,laghu/snigdha,sattvavardhan,sheeta,madhura,protein dal,decrease,neutral,increase
OSR156,Garlic chickpea soup (Lahasun aur chane ka shoraba),katu,laghu/ushna,rajovardhan,ushna,katu,protein soup,increase,increase,decrease
ASC071,White sauce (thin),madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sauce,decrease,neutral,increase
ASC072,White sauce (medium),madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sauce,decrease,neutral,increase
ASC073,White sauce (thick),madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sauce,decrease,neutral,increase
ASC074,Cheese sauce,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sauce,decrease,neutral,increase
ASC075,Egg sauce,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sauce,decrease,neutral,increase
ASC076,Mushroom sauce,tikta/madhura,guru/snigdha,sattvavardhan,sheeta,madhura,sauce,decrease,neutral,increase
ASC077,Mustard sauce,katu,laghu/ushna,rajovardhan,ushna,katu,spicy sauce,increase,increase,decrease
ASC078,Brown sauce,katu,laghu/ushna,rajovardhan,ushna,katu,spicy sauce,increase,increase,decrease
ASC130,Classic italian pasta,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,pasta,decrease,neutral,increase
ASC131,Pasta spinach sauce,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,vegetable pasta sauce,decrease,neutral,increase
ASC132,Pasta cheese sauce,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,cheese pasta sauce,decrease,neutral,increase
ASC266,Mayonnaise,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,condiment,decrease,neutral,increase
ASC267,Low calorie quick mayonnaise,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,condiment,decrease,neutral,increase
ASC268,Thousand island dressing,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,condiment,decrease,neutral,increase
ASC388,Curd dip,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,dip,decrease,neutral,increase
ASC394,Short crust pastry,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,pastry,decrease,neutral,increase
ASC406,Choux pastry,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,pastry,decrease,neutral,increase
ASC410,Flaky pastry,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,pastry,decrease,neutral,increase
ASC428,Sponge cake,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,cake,decrease,neutral,increase
ASC434,Glace icing,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,icing,decrease,neutral,increase
ASC436,Royal icing,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,icing,decrease,neutral,increase
ASC437,American frosting,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,frosting,decrease,neutral,increase
ASC438,Gum icing,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,icing,decrease,neutral,increase
ASC475,Channa murmura premix,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,snack mix,decrease,neutral,increase
ASC476,Cracked wheat and green gram dal premix (Dalia moong dal premix),madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,healthy mix,decrease,neutral,increase
ASC477,Rice flakes and roasted channa,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,healthy snack,decrease,neutral,increase
ASC479,Spinach soup in milk,tikta/madhura,laghu/snigdha,sattvavardhan,sheeta,madhura,healthy soup,decrease,neutral,increase
ASC480,Vegetable soup,tikta/madhura,laghu/snigdha,sattvavardhan,sheeta,madhura,vegetable soup,decrease,neutral,increase
ASC481,Mashed banana with milk,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,nutritious dessert,decrease,neutral,increase
ASC484,Poha with curd (Poha aur dahi),madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,breakfast dish,decrease,neutral,increase
ASC485,Potato with curd,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,healthy dish,decrease,neutral,increase
ASC486,Sweet wheat porridge (Sweet dalia),madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sweet porridge,decrease,neutral,increase
ASC487,Vegetable khichdi/khichri,tikta/madhura,laghu/snigdha,sattvavardhan,sheeta,madhura,healthy porridge,decrease,neutral,increase
ASC489,Moong dal mixture,tikta/madhura,laghu/snigdha,sattvavardhan,sheeta,madhura,healthy snack,decrease,neutral,increase
ASC490,Cracked wheat khichri/khichdi (Dalia khichri/khichdi),madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,healthy porridge,decrease,neutral,increase
ASC492,Stewed apple,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sweet dessert,decrease,neutral,increase
ASC493,Lemon squash (Nimbu ka squash),tikta/katu,laghu/snigdha,rajovardhan,sheeta,katu,spicy beverage,increase,increase,decrease
ASC494,Orange squash (Santre ka squash),madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sweet beverage,decrease,neutral,increase
ASC495,Lichi squash,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sweet beverage,decrease,neutral,increase
ASC496,Mango squash (Aam ka squash),madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sweet beverage,decrease,neutral,increase
ASC497,Pineapple squash (Ananas ka squash),madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sweet beverage,decrease,neutral,increase
ASC498,Lemon and ginger squash (Nimbu aur adrak ka squash),tikta/katu,laghu/snigdha,rajovardhan,sheeta,katu,spicy beverage,increase,increase,decrease
ASC499,Apple jam (Seb ka murabba),madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sweet preserve,decrease,neutral,increase
ASC500,Plum jam (Aloo bukhara jam),madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sweet preserve,decrease,neutral,increase
ASC501,Pineapple jam,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sweet preserve,decrease,neutral,increase
ASC502,Guava jelly (Amrood ki jelly),madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sweet preserve,decrease,neutral,increase
ASC503,Orange marmalade (Santray ka murabba),madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sweet preserve,decrease,neutral,increase
ASC504,Carrot murabba (Gajar ka murabba),madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sweet preserve,decrease,neutral,increase
ASC505,Gooseberry marmalade (Amla murabba),amla/katu,laghu/snigdha,rajovardhan,sheeta,amla/katu,healthy preserve,decrease,increase,decrease
ASC506,Ginger candy (Adrak ki candy),katu,laghu/ushna,rajovardhan,ushna,katu,spicy candy,increase,increase,decrease
ASC507,Mango pickle (Aam ka achaar),madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,spicy pickle,decrease,neutral,increase
ASC509,Mixed vegetable pickle (Sabziyoon ka achaar),tikta/katu,laghu/ushna,rajovardhan,ushna,katu,spicy pickle,increase,increase,decrease
ASC511,Sweet lemon pickle (Neembu ka meetha achaar),madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sweet pickle,decrease,neutral,increase
ASC512,Plum chutney (Aloo bukhara ki chutney),madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sweet chutney,decrease,neutral,increase
ASC513,Raw mango chutney (Kachhe aam/Kairi ki chutney),tikta/katu,laghu/ushna,rajovardhan,ushna,katu,spicy chutney,increase,increase,decrease
ASC514,Tomato sauce,tikta/katu,laghu/ushna,rajovardhan,ushna,katu,spicy sauce,increase,increase,decrease
ASC515,Tomato puree,tikta/katu,laghu/ushna,rajovardhan,ushna,katu,spicy sauce,increase,increase,decrease
BFP001,Garam masala,katu,laghu/ushna,rajovardhan,ushna,katu,spicy masala,increase,increase,decrease
BFP002,Chat masala,katu,laghu/ushna,rajovardhan,ushna,katu,spicy masala,increase,increase,decrease
BFP003,Kashmiri masala,tikta/katu,laghu/ushna,rajovardhan,ushna,katu,spicy masala,increase,increase,decrease
BFP004,Rasam powder (Rasam masala),katu,laghu/ushna,rajovardhan,ushna,katu,spicy masala,increase,increase,decrease
BFP005,Sambar powder (Sambar masala),katu,laghu/ushna,rajovardhan,ushna,katu,spicy masala,increase,increase,decrease
BFP095,Tartare sauce,katu,laghu/ushna,rajovardhan,ushna,katu,spicy sauce,increase,increase,decrease
BFP096,Barbeque sauce,katu,laghu/ushna,rajovardhan,ushna,katu,spicy sauce,increase,increase,decrease
BFP097,Bread sauce,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sweet sauce,decrease,neutral,increase
BFP163,Green chilli sauce,katu,laghu/ushna,rajovardhan,ushna,katu,spicy sauce,increase,increase,decrease
BFP164,Home made plain noodles,madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,carbohydrate dish,decrease,neutral,increase
BFP166,Dal moong,tikta/madhura,laghu/snigdha,sattvavardhan,sheeta,madhura,protein dal,decrease,neutral,increase
BFP167,Cumin seeds baghar (Jeera baghar/tadka),katu,laghu/ushna,rajovardhan,ushna,katu,spicy seasoning,increase,increase,decrease
BFP168,Onion tomato baghar (Pyaaz tamatar ka tadka),katu,laghu/ushna,rajovardhan,ushna,katu,spicy seasoning,increase,increase,decrease
BFP169,Mustard seeds baghar (Mustard seed tadka),katu,laghu/ushna,rajovardhan,ushna,katu,spicy seasoning,increase,increase,decrease
BFP360,Hot cherry sauce,tikta/katu,laghu/snigdha,rajovardhan,sheeta,katu,spicy sauce,increase,increase,decrease
BFP583,Apple jelly (Seb ki jelly),madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sweet jelly,decrease,neutral,increase
BFP585,Marmalade (Murabba),madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sweet preserve,decrease,neutral,increase
BFP589,Plum squash (Aloo bukhara squash),madhura/katu,guru/snigdha,sattvavardhan,sheeta,madhura/katu,sweet beverage,decrease,neutral,increase
BFP595,Lemon green chilli pickle (Nimboo aur hari mirch ka achaar),katu,laghu/ushna,rajovardhan,ushna,katu,spicy pickle,increase,increase,decrease
BFP597,Brinjal pickle (Baingan ka achaar),tikta/katu,laghu/ushna,rajovardhan,ushna,katu,spicy pickle,increase,increase,decrease
BFP598,Sweet and sour tomato pickle (Khatta meetha tamatar ka achaar),tikta/katu,laghu/ushna,rajovardhan,ushna,katu,spicy pickle,increase,increase,decrease
BFP599,Jhatpat achar with carrot (Jhatpat achaar gajar ke saath),katu,laghu/ushna,rajovardhan,ushna,katu,spicy pickle,increase,increase,decrease
BFP601,Tomato chutney (Tamatar ki chutney),katu,laghu/ushna,rajovardhan,ushna,katu,spicy chutney,increase,increase,decrease
BFP602,Tomato ketchup,katu,laghu/ushna,rajovardhan,ushna,katu,spicy sauce,increase,increase,decrease
OSR082,Bengal 5 Spice Blend (Panch Phoran),katu,laghu/ushna,rajovardhan,ushna,katu,spice blend,increase,increase,decrease
